"","dtpv","date","time","district","kts","kuch","fatal","injury","driving_mode","latitude","longitude","road_cat","road_cond","weather_cond"
"1137","Столкновение",2019-03-22,2020-06-01 01:00:00,"Петроградский район",2,4,0,3,"Движение частично перекрыто","30.301698","59.96326","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Дождь "
"1138","Столкновение",2019-03-22,2020-06-01 06:25:00,"Приморский район",8,8,0,1,"Движение полностью перекрыто","30.302074","59.983479","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Гололедица","Пасмурно "
"1139","Столкновение",2019-03-22,2020-06-01 06:30:00,"Василеостровский район",3,3,0,1,"Режим движения не изменялся","30.234858","59.934032","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Гололедица","Ясно "
"1140","Наезд на пешехода",2019-03-22,2020-06-01 07:05:00,"Выборгский район",1,2,0,1,"Движение частично перекрыто","30.257624","60.091888","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"1141","Столкновение",2019-03-22,2020-06-01 07:25:00,"Московский район",3,3,0,1,"Движение частично перекрыто","30.293384","59.845462","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Гололедица","Ясно "
"1142","Столкновение",2019-03-22,2020-06-01 07:35:00,"Петродворцовый район",3,3,0,1,"Движение частично перекрыто","29.95182","59.855565","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Ясно "
"1143","Столкновение",2019-03-22,2020-06-01 07:40:00,"Курортный район",2,3,0,1,"Режим движения не изменялся","30.137472","60.041618","Не указано","Сухое","Ясно "
"1144","Столкновение",2019-03-22,2020-06-01 07:50:00,"Пушкинский район",4,5,0,2,"Режим движения не изменялся","30.393709","59.737644","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Обработанное противогололедными материалами","Ясно "
"1145","Наезд на пешехода",2019-03-22,2020-06-01 08:00:00,"Калининский район",1,2,0,1,"Движение частично перекрыто","30.42125","60.004779","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Ясно "
"1146","Наезд на пешехода",2019-03-22,2020-06-01 10:00:00,"Выборгский район",1,2,0,1,"Режим движения не изменялся","30.343906","59.9719","Не указано","Заснеженное","Ясно "
"1147","Столкновение",2019-03-22,2020-06-01 10:30:00,"Калининский район",4,6,0,2,"Движение частично перекрыто","30.398022","60.003278","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1148","Столкновение",2019-03-22,2020-06-01 11:10:00,"Красносельский район",4,5,0,2,"Движение частично перекрыто","30.189486","59.810649","Федеральная (дорога федерального значения)","Сухое","Ясно "
"1149","Наезд на препятствие",2019-03-22,2020-06-01 14:01:00,"Кронштадтский район",1,1,0,1,"Режим движения не изменялся","29.716966","60.012127","Федеральная (дорога федерального значения)","Сухое","Пасмурно "
"1150","Столкновение",2019-03-22,2020-06-01 15:45:00,"Красносельский район",3,5,0,3,"Движение частично перекрыто","30.173864","59.802922","Федеральная (дорога федерального значения)","Сухое","Ясно "
"1151","Столкновение",2019-03-22,2020-06-01 17:05:00,"Выборгский район",2,2,0,1,"Движение частично перекрыто","30.354431","60.048962","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"1152","Наезд на пешехода",2019-03-22,2020-06-01 17:35:00,"Красносельский район",1,2,0,1,"Режим движения не изменялся","30.140208","59.839861","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1153","Падение пассажира",2019-03-22,2020-06-01 17:45:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.2564","59.9864","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1154","Наезд на пешехода",2019-03-22,2020-06-01 20:30:00,"Кировский район",1,2,0,1,"Режим движения не изменялся","30.271926","59.890315","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1155","Наезд на стоящее ТС",2019-03-23,2020-06-01 06:20:00,"Московский район",2,2,0,1,"Режим движения не изменялся","30.333488","59.903864","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1156","Столкновение",2019-03-23,2020-06-01 08:45:00,"Курортный район",2,2,0,1,"Режим движения не изменялся","29.961863","60.079593","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1157","Столкновение",2019-03-23,2020-06-01 11:40:00,"Василеостровский район",2,2,0,1,"Режим движения не изменялся","30.223989","59.949407","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1158","Наезд на пешехода",2019-03-23,2020-06-01 12:30:00,"Кировский район",1,2,0,1,"Режим движения не изменялся","30.245994","59.859531","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"1159","Столкновение",2019-03-23,2020-06-01 12:30:00,"Курортный район",2,3,0,1,"Движение частично перекрыто","29.97507","60.058977","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1160","Столкновение",2019-03-23,2020-06-01 12:55:00,"Красносельский район",2,4,0,1,"Режим движения не изменялся","30.202854","59.856056","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1161","Падение пассажира",2019-03-23,2020-06-01 13:00:00,"Красногвардейский район",1,2,0,1,"Режим движения не изменялся","30.475109","59.94412","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"1162","Наезд на пешехода",2019-03-23,2020-06-01 13:50:00,"Кировский район",1,2,0,1,"Режим движения не изменялся","30.247314","59.851524","Не указано","Сухое","Ясно "
"1163","Наезд на пешехода",2019-03-23,2020-06-01 15:04:00,"Калининский район",1,2,0,1,"Движение частично перекрыто","30.387433","59.971497","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1164","Наезд на стоящее ТС",2019-03-23,2020-06-01 16:21:00,"Красногвардейский район",2,3,0,2,"Движение частично перекрыто","30.407667","59.921296","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1165","Наезд на пешехода",2019-03-23,2020-06-01 19:45:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.209699","59.987536","Не указано","Гололедица","Ясно "
"1166","Столкновение",2019-03-23,2020-06-01 20:25:00,"Центральный район",3,4,0,1,"Движение частично перекрыто","30.363775","59.9439","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Дождь "
"1167","Падение пассажира",2019-03-23,2020-06-01 21:30:00,"Пушкинский район",1,2,0,1,"Режим движения не изменялся","30.468768","59.732761","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Дождь "
"1168","Наезд на пешехода",2019-03-23,2020-06-01 21:59:00,"Петроградский район",1,2,0,1,"Движение частично перекрыто","30.296484","59.953098","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1169","Наезд на пешехода",2019-03-23,2020-06-01 22:40:00,"Московский район",1,2,0,1,"Режим движения не изменялся","30.345343","59.830707","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1170","Наезд на пешехода",2019-03-23,2020-06-01 23:00:00,"Невский район",1,3,0,2,"Режим движения не изменялся","30.480709","59.908695","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1171","Наезд на препятствие",2019-03-23,2020-06-01 23:10:00,"Красносельский район",1,3,0,3,"Режим движения не изменялся","30.140187","59.842454","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1172","Наезд на препятствие",2019-03-24,2020-06-01 00:50:00,"Кировский район",1,1,0,1,"Режим движения не изменялся","30.264845","59.836708","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1173","Столкновение",2019-03-24,2020-06-01 04:00:00,"Калининский район",2,4,0,2,"Движение частично перекрыто","30.424865","59.983753","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1174","Опрокидывание",2019-03-24,2020-06-01 07:10:00,"Красносельский район",1,2,0,1,"Режим движения не изменялся","30.096681","59.702432","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Гололедица","Ясно "
"1175","Столкновение",2019-03-24,2020-06-01 07:10:00,"Московский район",2,2,0,1,"Режим движения не изменялся","30.28052","59.79718","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Ясно "
"1176","Столкновение",2019-03-24,2020-06-01 07:47:00,"Пушкинский район",2,9,0,8,"Движение полностью перекрыто","30.421765","59.665259","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Ясно "
"1177","Столкновение",2019-03-24,2020-06-01 08:15:00,"Пушкинский район",2,2,0,2,"Движение частично перекрыто","30.479701","59.685367","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Ясно "
"1178","Наезд на пешехода",2019-03-24,2020-06-01 09:41:00,"Невский район",1,2,0,1,"Движение частично перекрыто","30.460936","59.879522","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"1179","Столкновение",2019-03-24,2020-06-01 10:10:00,"Центральный район",3,2,0,1,"Движение частично перекрыто","30.348208","59.938553","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"1180","Наезд на пешехода",2019-03-24,2020-06-01 11:00:00,"Красногвардейский район",1,2,0,1,"Движение частично перекрыто","30.466912","59.955644","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Ясно"
"1181","Столкновение",2019-03-24,2020-06-01 11:05:00,"Выборгский район",2,3,0,1,"Движение частично перекрыто","30.348111","60.074642","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"1182","Столкновение",2019-03-24,2020-06-01 12:15:00,"Приморский район",2,2,0,1,"Движение частично перекрыто","30.2681","60.0283","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1183","Столкновение",2019-03-24,2020-06-01 13:05:00,"Калининский район",3,3,0,1,"Движение частично перекрыто","30.411701","60.025267","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1184","Наезд на стоящее ТС",2019-03-24,2020-06-01 15:10:00,"Пушкинский район",2,5,0,4,"Движение частично перекрыто","30.307181","59.742147","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1185","Наезд на пешехода",2019-03-24,2020-06-01 15:20:00,"Центральный район",1,2,0,1,"Движение частично перекрыто","30.326718","59.935457","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"1186","Столкновение",2019-03-24,2020-06-01 15:22:00,"Кировский район",3,4,0,2,"Движение частично перекрыто","30.277226","59.84357","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1187","Столкновение",2019-03-24,2020-06-01 16:20:00,"Фрунзенский район",2,5,0,3,"Движение частично перекрыто","30.400243","59.876081","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1188","Наезд на стоящее ТС",2019-03-24,2020-06-01 18:05:00,"Приморский район",3,2,0,1,"Режим движения не изменялся","30.220599","60.022818","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1189","Наезд на пешехода",2019-03-24,2020-06-01 18:25:00,"Выборгский район",1,2,0,1,"Движение частично перекрыто","30.328681","60.034727","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"1190","Наезд на пешехода",2019-03-24,2020-06-01 19:10:00,"Центральный район",1,2,0,1,"Режим движения не изменялся","30.384332","59.934038","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1191","Наезд на препятствие",2019-03-24,2020-06-01 19:30:00,"Фрунзенский район",1,1,0,1,"Движение частично перекрыто","30.409588","59.841861","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Ясно"
"1192","Наезд на препятствие",2019-03-24,2020-06-01 21:55:00,"Курортный район",1,1,0,1,"Режим движения не изменялся","29.840273","60.178063","Не указано","Мокрое","Пасмурно "
"1193","Наезд на пешехода",2019-03-24,2020-06-01 22:00:00,"Центральный район",1,2,0,1,"Движение частично перекрыто","30.335934","59.936037","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"1194","Столкновение",2019-03-24,2020-06-01 22:05:00,"Петроградский район",2,4,0,3,"Движение частично перекрыто","30.28951","59.972603","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1195","Столкновение",2019-03-25,2020-06-01 00:10:00,"Калининский район",2,2,0,1,"Движение частично перекрыто","30.373335","60.021215","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Ясно"
"1196","Столкновение",2019-03-25,2020-06-01 06:30:00,"Калининский район",2,2,0,1,"Движение частично перекрыто","30.432086","60.015805","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"1197","Наезд на пешехода",2019-03-25,2020-06-01 08:00:00,"Кировский район",1,2,0,1,"Режим движения не изменялся","30.262924","59.879958","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1198","Столкновение",2019-03-25,2020-06-01 11:30:00,"Фрунзенский район",2,3,0,1,"Движение частично перекрыто","30.388709","59.836686","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Ясно"
"1199","Столкновение",2019-03-25,2020-06-01 11:40:00,"Пушкинский район",2,2,0,1,"Движение полностью перекрыто","30.399363","59.778014","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1200","Столкновение",2019-03-25,2020-06-01 12:40:00,"Московский район",2,2,0,1,"Режим движения не изменялся","30.347596","59.868628","Не указано","Сухое","Ясно "
"1201","Столкновение",2019-03-25,2020-06-01 13:45:00,"Красногвардейский район",2,2,0,1,"Движение частично перекрыто","30.445969","60.029357","Федеральная (дорога федерального значения)","Сухое","Ясно "
"1202","Наезд на препятствие",2019-03-25,2020-06-01 14:00:00,"Центральный район",1,1,0,1,"Движение частично перекрыто","30.389986","59.931974","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1203","Столкновение",2019-03-25,2020-06-01 14:40:00,"Приморский район",2,2,0,1,"Движение частично перекрыто","30.24299","59.984552","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1204","Наезд на пешехода",2019-03-25,2020-06-01 14:50:00,"Адмиралтейский район",1,2,0,1,"Режим движения не изменялся","30.319809","59.917075","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1205","Наезд на пешехода",2019-03-25,2020-06-01 15:00:00,"Центральный район",1,2,0,2,"Движение частично перекрыто","30.374998","59.935097","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1206","Наезд на препятствие",2019-03-25,2020-06-01 15:40:00,"Кировский район",1,1,0,1,"Режим движения не изменялся","30.275027","59.873567","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1207","Столкновение",2019-03-25,2020-06-01 17:20:00,"Выборгский район",2,4,0,2,"Движение частично перекрыто","30.355332","60.038435","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Ясно"
"1208","Наезд на пешехода",2019-03-25,2020-06-01 19:20:00,"Московский район",1,2,0,1,"Режим движения не изменялся","30.330044","59.846928","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1209","Столкновение",2019-03-25,2020-06-01 19:35:00,"Петроградский район",2,4,0,3,"Движение частично перекрыто","30.314509","59.970987","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Ясно"
"1210","Наезд на пешехода",2019-03-25,2020-06-01 19:50:00,"Василеостровский район",1,2,0,1,"Режим движения не изменялся","30.285659","59.939945","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1211","Наезд на стоящее ТС",2019-03-25,2020-06-01 20:00:00,"Приморский район",2,3,0,1,"Режим движения не изменялся","30.306988","59.987788","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1212","Наезд на пешехода",2019-03-25,2020-06-01 20:30:00,"Калининский район",1,2,0,1,"Режим движения не изменялся","30.430584","60.021981","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1213","Падение пассажира",2019-03-25,2020-06-01 20:35:00,"Колпинский район",1,2,0,1,"Режим движения не изменялся","30.611193","59.735416","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1214","Столкновение",2019-03-25,2020-06-01 20:45:00,"Выборгский район",3,3,0,1,"Движение частично перекрыто","30.347285","60.068545","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"1215","Наезд на пешехода",2019-03-25,2020-06-01 21:00:00,"Адмиралтейский район",1,2,0,1,"Режим движения не изменялся","30.295948","59.908496","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"1216","Наезд на пешехода",2019-03-25,2020-06-01 22:00:00,"Центральный район",1,2,0,1,"Движение частично перекрыто","30.353916","59.932237","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"1217","Столкновение",2019-03-26,2020-06-01 00:05:00,"Центральный район",2,3,0,1,"Движение частично перекрыто","30.348101","59.935812","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"1218","Наезд на стоящее ТС",2019-03-26,2020-06-01 04:00:00,"Красносельский район",4,2,0,1,"Режим движения не изменялся","30.178703","59.866458","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1219","Наезд на пешехода",2019-03-26,2020-06-01 07:00:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.249599","60.02448","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1220","Столкновение",2019-03-26,2020-06-01 07:15:00,"Калининский район",4,4,0,1,"Движение частично перекрыто","30.383248","60.015998","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Обработанное противогололедными материалами","Пасмурно "
"1221","Наезд на пешехода",2019-03-26,2020-06-01 08:10:00,"Красносельский район",1,2,0,1,"Режим движения не изменялся","30.224601","59.854692","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1222","Наезд на пешехода",2019-03-26,2020-06-01 08:15:00,"Колпинский район",1,2,0,1,"Движение частично перекрыто","30.589628","59.747153","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Дождь"
"1223","Столкновение",2019-03-26,2020-06-01 08:30:00,"Невский район",3,2,0,1,"Движение частично перекрыто","30.508465","59.840104","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Заснеженное","Пасмурно "
"1224","Наезд на пешехода",2019-03-26,2020-06-01 08:36:00,"Невский район",1,2,0,1,"Движение частично перекрыто","30.470259","59.86468","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1225","Столкновение",2019-03-26,2020-06-01 09:40:00,"Петроградский район",2,2,0,2,"Движение частично перекрыто","30.26933","59.969629","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Снегопад "
"1226","Столкновение",2019-03-26,2020-06-01 10:00:00,"Московский район",2,2,0,1,"Режим движения не изменялся","30.335687","59.85493","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1227","Столкновение",2019-03-26,2020-06-01 10:10:00,"Адмиралтейский район",2,3,0,1,"Режим движения не изменялся","30.303823","59.933957","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1228","Столкновение",2019-03-26,2020-06-01 11:35:00,"Кировский район",2,2,0,1,"Движение частично перекрыто","30.24902","59.869134","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1229","Наезд на пешехода",2019-03-26,2020-06-01 11:45:00,"Московский район",1,2,0,1,"Режим движения не изменялся","30.318875","59.821448","Не указано","Сухое","Пасмурно "
"1230","Столкновение",2019-03-26,2020-06-01 11:45:00,"Московский район",2,2,0,1,"Режим движения не изменялся","30.346491","59.834207","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1231","Наезд на пешехода",2019-03-26,2020-06-01 12:00:00,"Московский район",1,2,0,1,"Режим движения не изменялся","30.302321","59.839754","Не указано","Сухое","Пасмурно "
"1232","Столкновение",2019-03-26,2020-06-01 12:20:00,"Кировский район",2,2,0,1,"Движение частично перекрыто","30.273761","59.851939","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Снегопад "
"1233","Наезд на пешехода",2019-03-26,2020-06-01 13:20:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.306001","59.991292","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"1234","Столкновение",2019-03-26,2020-06-01 14:05:00,"Калининский район",2,2,0,1,"Движение частично перекрыто","30.390619","59.973854","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Снегопад"
"1235","Столкновение",2019-03-26,2020-06-01 16:45:00,"Красносельский район",2,2,0,1,"Движение частично перекрыто","30.143588","59.83673","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"1236","Наезд на пешехода",2019-03-26,2020-06-01 18:30:00,"Адмиралтейский район",1,2,0,1,"Режим движения не изменялся","30.28744","59.920377","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Ясно "
